Basic,Basic,-1,5,73.20,71.36
Basic,Disagreement,3,5,70.24,73.64
Basic,Correlation,2,5,72.75,70.91
Basic,Q_Test,2,5,72.75,70.91
Basic,Double_Fault,2,5,70.24,70.00
Basic,Coincident_Failure,4,5,70.24,71.36
Basic,entropy,1,5,70.24,73.64
Basic,Interrater_k,1,5,72.75,70.91
Basic,Kohavi_Wolpert,0,5,70.24,73.64
Basic,Generalized,1,5,70.24,71.36
PerformanceWeighting,Basic,-1,5,73.55,71.36
PerformanceWeighting,Disagreement,3,5,70.81,72.73
PerformanceWeighting,Correlation,2,5,72.86,72.27
PerformanceWeighting,Q_Test,2,5,72.86,72.27
PerformanceWeighting,Double_Fault,2,5,70.58,69.09
PerformanceWeighting,Coincident_Failure,4,5,71.49,72.27
PerformanceWeighting,entropy,1,5,70.81,72.73
PerformanceWeighting,Interrater_k,1,5,72.86,72.27
PerformanceWeighting,Kohavi_Wolpert,0,5,70.81,72.73
PerformanceWeighting,Generalized,1,5,71.49,72.27
