Basic,Basic,-1,7,73.20,71.36
Basic,Disagreement,3,7,72.52,71.36
Basic,Correlation,2,7,73.66,70.91
Basic,Q_Test,2,7,73.66,70.91
Basic,Double_Fault,2,7,72.52,69.55
Basic,Coincident_Failure,4,7,71.84,71.82
Basic,entropy,1,7,72.52,71.36
Basic,Interrater_k,1,7,73.66,70.91
Basic,Kohavi_Wolpert,0,7,72.52,71.36
Basic,Generalized,1,7,72.52,71.36
PerformanceWeighting,Basic,-1,7,73.55,71.36
PerformanceWeighting,Disagreement,3,7,72.98,72.27
PerformanceWeighting,Correlation,2,7,73.66,71.36
PerformanceWeighting,Q_Test,2,7,73.66,71.36
PerformanceWeighting,Double_Fault,2,7,72.52,70.91
PerformanceWeighting,Coincident_Failure,4,7,72.41,72.27
PerformanceWeighting,entropy,1,7,72.98,72.27
PerformanceWeighting,Interrater_k,1,7,73.66,71.36
PerformanceWeighting,Kohavi_Wolpert,0,7,72.98,72.27
PerformanceWeighting,Generalized,1,7,72.98,72.27
